codec,vram_gib,ram_gib,ssd_gbps,pcie_gbps,per_expert_bytes,vram_hit_rate,ram_hit_rate,combined_hit_rate,ssd_miss_rate,ssd_bytes_per_token,h2d_bytes_per_token,decode_combined_hit_rate,decode_ssd_bytes_per_token,decode_h2d_bytes_per_token,vram_evictions,ram_evictions,storage_only_ceiling_tps,warm_start
MXFP4,4,4,10,16.0,13369344,0.2577,0.0041,0.2618,0.7382,3354814054.4,3373531136.0,0.345,2259419136.0,2278136217.6,3464,3764,4.426,True
MXFP4_cold,4,4,,,13369344,0.2577,0.0041,0.2618,0.7382,2287373218.909091,2300134865.4545455,,,,3464,3443,,False
MXFP4,4,8,1,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,0.577,True
MXFP4,4,8,2,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,1.154,True
MXFP4,4,8,3.5,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,2.019,True
MXFP4,4,8,5,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,2.884,True
MXFP4,4,8,7,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,4.038,True
MXFP4,4,8,10,16.0,13369344,0.2577,0.1198,0.3775,0.6225,2828953190.4,3373531136.0,0.4974,1733558272.0,2278136217.6,3464,3173,5.768,True
MXFP4_cold,4,8,,,13369344,0.2577,0.1198,0.3775,0.6225,1928831720.7272727,2300134865.4545455,,,,3464,2532,,False
MXFP4,4,12,1,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,0.676,True
MXFP4,4,12,2,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,1.352,True
MXFP4,4,12,3.5,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,2.366,True
MXFP4,4,12,5,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,3.379,True
MXFP4,4,12,7,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,4.731,True
MXFP4,4,12,10,16.0,13369344,0.2577,0.1757,0.4334,0.5666,2574935654.4,3373531136.0,0.5711,1479540736.0,2278136217.6,3464,2889,6.759,True
MXFP4_cold,4,12,,,13369344,0.2577,0.1757,0.4334,0.5666,1755637946.1818182,2300134865.4545455,,,,3464,1926,,False
MXFP4,4,16,1,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,0.786,True
MXFP4,4,16,2,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,1.572,True
MXFP4,4,16,3.5,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,2.752,True
MXFP4,4,16,5,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,3.931,True
MXFP4,4,16,7,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,5.504,True
MXFP4,4,16,10,16.0,13369344,0.2577,0.4624,0.7201,0.2799,1271870259.2,3373531136.0,0.6313,1271870259.2,2278136217.6,3464,1371,7.023,True
MXFP4_cold,4,16,,,13369344,0.2577,0.2214,0.4791,0.5209,1614044439.2727273,2300134865.4545455,,,,3464,1371,,False
MXFP4,4,20,1,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,0.864,True
MXFP4,4,20,2,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,1.729,True
MXFP4,4,20,3.5,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,3.025,True
MXFP4,4,20,5,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,4.322,True
MXFP4,4,20,7,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,6.051,True
MXFP4,4,20,10,16.0,13369344,0.2577,0.4877,0.7454,0.2546,1156893900.8,3373531136.0,0.6646,1156893900.8,2278136217.6,3464,921,7.023,True
MXFP4_cold,4,20,,,13369344,0.2577,0.2467,0.5044,0.4956,1535651467.6363637,2300134865.4545455,,,,3464,921,,False
MXFP4,6,4,1,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,0.509,True
MXFP4,6,4,2,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,1.019,True
MXFP4,6,4,3.5,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,1.783,True
MXFP4,6,4,5,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,2.546,True
MXFP4,6,4,7,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,3.565,True
MXFP4,6,4,10,16.0,13369344,0.3269,0.0,0.3269,0.6731,3058905907.2,3058905907.2,0.4307,1963510988.8,1963510988.8,2951,3432,5.093,True
MXFP4_cold,6,4,,,13369344,0.3269,0.0,0.3269,0.6731,2085617664.0,2085617664.0,,,,2951,3111,,False
MXFP4,6,8,1,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,0.596,True
MXFP4,6,8,2,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,1.192,True
MXFP4,6,8,3.5,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,2.087,True
MXFP4,6,8,5,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,2.981,True
MXFP4,6,8,7,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,4.173,True
MXFP4,6,8,10,16.0,13369344,0.3269,0.063,0.3899,0.6101,2772801945.6,3058905907.2,0.5137,1677407027.2,1963510988.8,2951,3110,5.962,True
MXFP4_cold,6,8,,,13369344,0.3269,0.063,0.3899,0.6101,1890546781.090909,2085617664.0,,,,2951,2469,,False
MXFP4,6,12,1,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,0.69,True
MXFP4,6,12,2,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,1.381,True
MXFP4,6,12,3.5,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,2.417,True
MXFP4,6,12,5,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,3.452,True
MXFP4,6,12,7,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,4.833,True
MXFP4,6,12,10,16.0,13369344,0.3269,0.1134,0.4403,0.5597,2543740518.4,3058905907.2,0.5801,1448345600.0,1963510988.8,2951,2854,6.904,True
MXFP4_cold,6,12,,,13369344,0.3269,0.1134,0.4403,0.5597,1734368535.2727273,2085617664.0,,,,2951,1891,,False
MXFP4,6,16,1,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,0.801,True
MXFP4,6,16,2,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,1.602,True
MXFP4,6,16,3.5,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,2.803,True
MXFP4,6,16,5,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,4.004,True
MXFP4,6,16,7,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,5.606,True
MXFP4,6,16,10,16.0,13369344,0.3269,0.3983,0.7252,0.2748,1248696729.6,3058905907.2,0.638,1248696729.6,1963510988.8,2951,1345,8.008,True
MXFP4_cold,6,16,,,13369344,0.3269,0.1573,0.4842,0.5158,1598244305.4545455,2085617664.0,,,,2951,1345,,False
MXFP4,6,20,1,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,0.872,True
MXFP4,6,20,2,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,1.745,True
MXFP4,6,20,3.5,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,3.054,True
MXFP4,6,20,5,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,4.362,True
MXFP4,6,20,7,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,6.107,True
MXFP4,6,20,10,16.0,13369344,0.3269,0.4209,0.7478,0.2522,1146198425.6,3058905907.2,0.6677,1146198425.6,1963510988.8,2951,909,8.149,True
MXFP4_cold,6,20,,,13369344,0.3269,0.1798,0.5068,0.4932,1528359098.1818182,2085617664.0,,,,2951,909,,False
MXFP4,8,4,1,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,0.62,True
MXFP4,8,4,2,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,1.24,True
MXFP4,8,4,3.5,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,2.17,True
MXFP4,8,4,5,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,3.099,True
MXFP4,8,4,7,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,4.339,True
MXFP4,8,4,10,16.0,13369344,0.404,0.0,0.404,0.596,2708629094.4,2708629094.4,0.5323,1613234176.0,1613234176.0,2397,3039,6.199,True
MXFP4_cold,8,4,,,13369344,0.404,0.0,0.404,0.596,1846792564.3636363,1846792564.3636363,,,,2397,2718,,False
MXFP4,8,8,1,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,0.64,True
MXFP4,8,8,2,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,1.279,True
MXFP4,8,8,3.5,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,2.239,True
MXFP4,8,8,5,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,3.198,True
MXFP4,8,8,7,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,4.478,True
MXFP4,8,8,10,16.0,13369344,0.404,0.011,0.415,0.585,2658716876.8,2708629094.4,0.5468,1563321958.4,1613234176.0,2397,2982,6.397,True
MXFP4_cold,8,8,,,13369344,0.404,0.011,0.415,0.585,1812761506.909091,1846792564.3636363,,,,2397,2341,,False
MXFP4,8,12,1,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,0.731,True
MXFP4,8,12,2,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,1.463,True
MXFP4,8,12,3.5,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,2.56,True
MXFP4,8,12,5,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,3.657,True
MXFP4,8,12,7,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,5.12,True
MXFP4,8,12,10,16.0,13369344,0.404,0.0541,0.4581,0.5419,2462633164.8,2708629094.4,0.6036,1367238246.4,1613234176.0,2397,2763,7.314,True
MXFP4_cold,8,12,,,13369344,0.404,0.0541,0.4581,0.5419,1679068066.909091,1846792564.3636363,,,,2397,1800,,False
MXFP4,8,16,1,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,0.842,True
MXFP4,8,16,2,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,1.683,True
MXFP4,8,16,3.5,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,2.946,True
MXFP4,8,16,5,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,4.208,True
MXFP4,8,16,7,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,5.892,True
MXFP4,8,16,10,16.0,13369344,0.404,0.3346,0.7386,0.2614,1188089036.8,2708629094.4,0.6556,1188089036.8,1613234176.0,2397,1277,8.417,True
MXFP4_cold,8,16,,,13369344,0.404,0.0935,0.4975,0.5025,1556920878.5454545,1846792564.3636363,,,,2397,1277,,False
MXFP4,8,20,1,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,0.901,True
MXFP4,8,20,2,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,1.802,True
MXFP4,8,20,3.5,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,3.154,True
MXFP4,8,20,5,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,4.506,True
MXFP4,8,20,7,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,6.308,True
MXFP4,8,20,10,16.0,13369344,0.404,0.3518,0.7558,0.2442,1109655552.0,2708629094.4,0.6783,1109655552.0,1613234176.0,2397,868,9.012,True
MXFP4_cold,8,20,,,13369344,0.404,0.1108,0.5148,0.4852,1503443502.5454545,1846792564.3636363,,,,2397,868,,False
STQ1_0,2,4,1,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,2.389,True
STQ1_0,2,4,2,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,4.777,True
STQ1_0,2,4,3.5,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,8.36,True
STQ1_0,2,4,5,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,11.943,True
STQ1_0,2,4,7,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,16.72,True
STQ1_0,2,4,10,16.0,4128768,0.333,0.1277,0.4607,0.5393,756940800.0,936129331.2,0.607,418657075.2,597845606.4,2881,2749,23.886,True
STQ1_0_cold,2,4,,,4128768,0.333,0.1277,0.4607,0.5393,516096000.0,638269998.5454545,,,,2881,1710,,False
STQ1_0,2,8,1,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,3.148,True
STQ1_0,2,8,2,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,6.296,True
STQ1_0,2,8,3.5,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,11.019,True
STQ1_0,2,8,5,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,15.741,True
STQ1_0,2,8,7,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,22.038,True
STQ1_0,2,8,10,16.0,4128768,0.333,0.4407,0.7737,0.2263,317639884.8,936129331.2,0.7018,317639884.8,597845606.4,2881,303,26.763,True
STQ1_0_cold,2,8,,,4128768,0.333,0.1996,0.5327,0.4673,447220642.90909094,638269998.5454545,,,,2881,303,,False
STQ1_0,2,12,1,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,3.201,True
STQ1_0,2,12,2,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,6.402,True
STQ1_0,2,12,3.5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,11.203,True
STQ1_0,2,12,5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,16.005,True
STQ1_0,2,12,7,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,22.406,True
STQ1_0,2,12,10,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,26.763,True
STQ1_0_cold,2,12,,,4128768,0.333,0.2034,0.5364,0.4636,443654888.72727275,638269998.5454545,,,,2881,0,,False
STQ1_0,2,16,1,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,3.201,True
STQ1_0,2,16,2,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,6.402,True
STQ1_0,2,16,3.5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,11.203,True
STQ1_0,2,16,5,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,16.005,True
STQ1_0,2,16,7,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,22.406,True
STQ1_0,2,16,10,16.0,4128768,0.333,0.4444,0.7774,0.2226,312410112.0,936129331.2,0.7067,312410112.0,597845606.4,2881,0,26.763,True
STQ1_0_cold,2,16,,,4128768,0.333,0.2034,0.5364,0.4636,443654888.72727275,638269998.5454545,,,,2881,0,,False
