prompt,prompt_idx,device,requests,requests_prefill,requests_decode,raw_picks,dup_eliminated,first_touch_requests,repeat_requests,vram_hits,vram_hits_prefill,vram_hits_decode,vram_inflight,vram_cold_loads,vram_cold_prefill,vram_cold_decode,vram_evictions,vram_resident_end,vram_pinned_skipped,belady_vram_hits_bound,host_consults,host_hits,host_hits_prefill,host_hits_decode,host_misses,host_misses_prefill,host_misses_decode,host_evictions,host_entries_end,vram_miss_host_hit,vram_miss_host_miss,hits_on_prewarmed,store_reads,h2d_bytes,store_bytes,h2d_mib,store_mib,generated_tokens,h2d_mib_per_gen_token,store_mib_per_gen_token,hit_rate_vram,hit_rate_host_of_consults,hit_rate_host_of_vram_misses,hit_rate_e2e_store_avoid,vram_hits_per_raw_pick,requests_per_raw_pick,reuse_n,reuse_p50,reuse_p90,reuse_p99,reuse_cdf,vram_gib,vram_dtype,vram_slots,vram_policy,host_gib,host_records,host_scope,host_consult,queue_depth,regime,persist,journal_sha256
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,0,0,0,0,2671,781,1890,2597,74,17681,979,2671,1385,0,1385,1286,781,505,604,682,1385,1286,0,1286,35709517824,17192976384,34055.25,16396.5,16,2128.45,1024.78,0.0,0.5185323848745788,0.5185323848745788,0.5185323848745789,0.0,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp16,74,freq_x_recency,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,0,0,0,0,5512,1642,3870,5364,148,0,1742,5512,2532,0,2532,2980,1642,1338,1616,1364,2532,2980,0,2980,73691824128,39840645120,70278.0,37995.0,16,4392.38,2374.69,0.0,0.4593613933236575,0.4593613933236575,0.45936139332365744,0.0,0.7912718920470858,0,,,,,3.5,fp16,74,freq_x_recency,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,0,0,0,0,2841,861,1980,2826,15,0,763,2841,1147,0,1147,1694,861,833,1012,682,1147,1694,0,1694,37982306304,22647668736,36222.75,21598.5,16,2263.92,1349.91,0.0,0.4037310806054206,0.4037310806054206,0.4037310806054206,0.0,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp16,74,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,0,0,0,0,2671,781,1890,2656,15,0,979,2671,1385,0,1385,1286,781,505,604,682,1385,1286,0,1286,35709517824,17192976384,34055.25,16396.5,16,2128.45,1024.78,0.0,0.5185323848745788,0.5185323848745788,0.5185323848745789,0.0,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp16,74,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,0,0,0,0,5512,1642,3870,5482,30,0,1742,5512,2532,0,2532,2980,1642,1338,1616,1364,2532,2980,0,2980,73691824128,39840645120,70278.0,37995.0,16,4392.38,2374.69,0.0,0.4593613933236575,0.4593613933236575,0.45936139332365744,0.0,0.7912718920470858,0,,,,,3.5,fp16,74,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,2,0,2,0,2839,861,1978,2765,74,23659,763,2841,1147,0,1147,1694,861,833,1012,682,1145,1694,0,1694,37955567616,22647668736,36197.25,21598.5,16,2262.33,1349.91,0.0007039774727208729,0.4037310806054206,0.4033110250088059,0.4037310806054206,0.0005611672278338945,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp16,74,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,16,0,16,0,2655,781,1874,2581,74,20481,979,2671,1385,0,1385,1286,781,505,604,682,1369,1286,0,1286,35495608320,17192976384,33851.25,16396.5,16,2115.7,1024.78,0.005990265818045676,0.5185323848745788,0.5156308851224105,0.5185323848745789,0.004703115814226925,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp16,74,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,18,0,18,0,5494,1642,3852,5346,148,0,1742,5512,2532,0,2532,2980,1642,1338,1616,1364,2514,2980,0,2980,73451175936,39840645120,70048.5,37995.0,16,4378.03,2374.69,0.003265602322206096,0.4593613933236575,0.45759009828904257,0.45936139332365744,0.002583979328165375,0.7912718920470858,0,,,,,3.5,fp16,74,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,204,0,204,0,2637,861,1776,2563,74,0,763,2841,1147,0,1147,1694,861,833,1012,682,944,1693,0,1694,35254960128,22647668736,33621.75,21598.5,16,2101.36,1349.91,0.07180570221752904,0.4037310806054206,0.35798255593477435,0.4037310806054206,0.05723905723905724,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp16,74,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,269,0,269,0,2402,781,1621,2328,74,0,979,2671,1385,0,1385,1286,781,505,604,682,1118,1284,0,1286,32113164288,17192976384,30625.5,16396.5,16,1914.09,1024.78,0.10071134406589292,0.5185323848745788,0.46544546211490423,0.5185323848745789,0.07907113462669019,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp16,74,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,473,0,473,0,5039,1642,3397,4891,148,0,1742,5512,2532,0,2532,2980,1642,1338,1616,1364,2062,2977,0,2980,67368124416,39840645120,64247.25,37995.0,16,4015.45,2374.69,0.08581277213352685,0.4593613933236575,0.40920817622544153,0.45936139332365744,0.06790123456790123,0.7912718920470858,0,,,,,3.5,fp16,74,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,763,0,763,0,2078,861,1217,1011,74,0,763,2841,1147,0,1147,1694,861,833,1012,682,391,1687,0,1694,27781496832,22647668736,26494.5,21598.5,16,1655.91,1349.91,0.26856740584301303,0.4037310806054206,0.1881616939364774,0.4037310806054206,0.21408529741863075,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp16,74,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,979,0,979,0,1692,781,911,782,74,0,979,2671,1385,0,1385,1286,781,505,604,682,418,1274,0,1286,22620930048,17192976384,21573.0,16396.5,16,1348.31,1024.78,0.36652938974166976,0.5185323848745788,0.2470449172576832,0.5185323848745789,0.28777189888300997,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp16,74,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,1742,0,1742,0,3770,1642,2128,1793,148,0,1742,5512,2532,0,2532,2980,1642,1338,1616,1364,809,2961,0,2980,50402426880,39840645120,48067.5,37995.0,16,3004.22,2374.69,0.3160377358490566,0.4593613933236575,0.21458885941644562,0.45936139332365744,0.25007177720356016,0.7912718920470858,0,,,,,3.5,fp16,74,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
